,userId,movieId,rating,timestamp
2958,45,441,3.0,950724757
23371,45,150,5.0,1007484259
37674,45,1037,4.0,950741043
1377,45,231,5.0,1091305997
46684,45,2707,4.0,1007994972
9744,45,1777,4.0,951170257
14185,45,3176,4.0,950718627
3016,45,457,4.0,950726408
59700,45,3082,4.0,950718627
46011,45,541,3.0,950718561
36942,45,33493,5.0,1121724157
21821,45,3481,4.0,959623988
43509,45,2081,5.0,950726248
54647,45,107,4.0,950726248
15615,45,1704,5.0,951756899
72679,45,3177,4.0,950727968
31254,45,783,3.0,1020803144
24182,45,364,5.0,950726215
50599,45,6373,4.0,1057006922
14231,45,3243,2.0,950740254
54674,45,173,1.0,950741335
61352,45,3972,5.0,1007484492
27361,45,186,3.5,1121724898
14248,45,3247,3.0,950740361
54751,45,338,3.0,950741024
42818,45,172,3.0,950740896
31230,45,765,4.0,951170771
60466,45,3484,3.0,959624041
57115,45,1862,3.0,950741111
60255,45,3421,4.0,1007484315
14285,45,3253,4.0,950740394
8107,45,1265,3.0,950724757
5295,45,780,3.0,950741000
42591,45,4011,5.0,1021412499
7994,45,1258,5.0,1007484543
73763,45,5568,2.0,1034343884
276,45,6,4.0,1121724608
5760,45,1080,4.0,951757142
49059,45,1374,3.0,950740839
780,45,70,4.0,951170563
11006,45,2268,5.0,1121724829
21934,45,3897,3.0,1020801977
73692,45,5283,5.0,1020802436
73770,45,5582,3.0,1034344038
73778,45,5585,1.0,1034344038
48971,45,1356,4.0,950740918
48858,45,1020,3.0,951170628
20682,45,2324,5.0,1007483928
48894,45,1059,5.0,1009399318
31513,45,852,4.0,951170289
55414,45,1021,2.0,951170628
72158,45,1431,4.0,951170543
19882,45,1391,3.0,950741061
73798,45,53993,4.5,1193288839
62350,45,5103,3.0,1020802309
12573,45,2657,5.0,950741248
49582,45,2918,5.0,951170884
73597,45,3274,3.0,950740361
70139,45,4980,2.0,1007483743
61707,45,4299,5.0,1034343884
44446,45,50872,5.0,1193288853
43677,45,3510,4.0,959624004
30597,45,520,4.0,951170727
17415,45,1371,3.0,950740619
26952,45,165,5.0,1091305945
60130,45,3387,2.0,959625102
73734,45,5500,5.0,1034343884
10035,45,2005,3.0,951756891
73617,45,4104,1.0,1034344018
59327,45,2804,3.0,950724727
57668,45,2140,4.0,950740918
60150,45,3396,4.0,951756789
52372,45,54272,5.0,1193288817
13985,45,3052,4.0,959624107
59479,45,2915,4.0,1020802394
12945,45,2797,4.0,1020802309
73556,45,2718,3.0,1007995016
73429,45,1866,5.0,1020803145
35331,45,6539,5.0,1121724104
72432,45,2598,4.0,1007995150
43418,45,1909,4.0,950740896
5541,45,1042,3.0,951170289
20427,45,1968,4.0,1007484412
43806,45,4022,5.0,1007995016
38278,45,1307,3.0,950723581
73744,45,5528,5.0,1034343599
57414,45,2052,2.0,951170727
23259,45,39,3.0,951170338
41322,45,1608,4.0,1121724850
12329,45,2628,4.0,950740549
54917,45,551,3.0,950726215
52333,45,53996,4.5,1193288835
73622,45,4502,1.0,1034344018
20316,45,1923,5.0,951170238
12208,45,2616,4.0,1020803185
73609,45,3385,2.0,959625116
33039,45,4306,5.0,1007483642
73550,45,2504,4.0,951170710
52214,45,53125,4.0,1193288942
10375,45,2046,3.0,950740549
49481,45,2706,4.0,950728042
36112,45,8528,5.0,1091305555
4330,45,593,4.0,951756812
23808,45,261,3.0,959624314
1217,45,216,5.0,950724820
62523,45,5313,3.0,1020802545
60015,45,3301,4.0,951169736
72059,45,413,3.0,951170710
58050,45,2302,3.0,951170404
71600,45,7173,5.0,1091305731
67789,45,2841,4.0,951756608
49235,45,1961,4.0,1007484335
61439,45,4016,5.0,1007484242
24749,45,589,5.0,950726569
10097,45,2012,3.0,1091306262
17857,45,32,4.5,1121724503
43772,45,3555,4.0,1057007329
60140,45,3394,3.0,1020803145
61183,45,3565,4.0,959624075
11187,45,2329,5.0,1007484492
49188,45,1729,4.0,1034343842
26350,45,104,5.0,950724870
41169,45,1370,4.5,1121724800
1585,45,260,5.0,950726388
41899,45,2485,4.0,951170445
24607,45,474,5.0,1091306076
73523,45,2431,5.0,951170595
38623,45,6377,5.0,1057006897
72597,45,2890,5.0,1007484532
30194,45,466,3.0,1034343953
17358,45,1302,5.0,1091305660
73715,45,5308,3.0,1020802747
6211,45,1127,4.0,950740896
33991,45,5218,3.5,1121724091
2761,45,362,5.0,950722276
5603,45,1060,5.0,951170165
8253,45,1270,3.5,1091305972
26468,45,112,4.0,950740583
7867,45,1240,3.0,950740818
29321,45,370,3.5,1121724808
22412,45,4033,4.0,1021412336
62628,45,5630,5.0,1034343599
14402,45,3439,1.0,1034344018
20913,45,2683,4.0,950718775
73566,45,3004,3.0,1020803365
3434,45,500,4.0,951170445
22429,45,4034,4.0,1021412336
42766,45,784,4.0,950724896
19588,45,1225,4.0,1007484081
592,46,50,5.0,834788094
29789,46,434,4.0,834787826
23703,46,253,4.0,834787906
26953,46,165,4.0,834787677
28187,46,282,3.0,834788227
28630,46,315,3.0,834788227
23260,46,39,3.0,834788093
27813,46,236,4.0,834788227
18856,46,588,5.0,834787677
26779,46,160,4.0,834788146
19035,46,595,5.0,834787757
4140,46,592,3.0,834787617
27252,46,185,4.0,834787906
23935,46,300,3.0,834788016
2325,46,349,3.0,834787677
45903,46,111,4.0,834788094
3973,46,590,5.0,834787617
28334,46,292,5.0,834787826
23850,46,266,5.0,834788094
25331,46,10,3.0,834787826
24183,46,364,5.0,834788146
54675,46,173,5.0,834788227
17858,46,32,4.0,834788094
871,46,110,5.0,834788016
28229,46,288,3.0,834787967
2802,46,367,4.0,834788227
28996,46,339,5.0,834787826
30048,46,454,5.0,834788146
26842,46,161,3.0,834787826
1378,46,231,3.0,834787757
29732,46,432,3.0,834788146
27536,46,208,3.0,834787906
15310,46,318,4.0,834787757
24019,46,344,3.0,834787678
2140,46,316,4.0,834787757
3017,46,457,5.0,834787967
4331,46,593,5.0,834787906
24355,46,380,5.0,834787967
16,46,1,5.0,834787906
29889,46,435,3.0,834788146
23569,46,153,4.0,834787678
27717,46,225,3.0,834788016
69765,47,56587,4.0,1496206457
73982,47,51931,5.0,1496205747
74064,47,108729,3.0,1496205645
51291,47,30793,3.0,1496212048
36738,47,30812,3.0,1496205564
17086,47,31,3.0,1496205717
41443,47,1721,3.5,1496209715
49427,47,2420,3.5,1496208479
45443,47,112556,2.0,1496205321
16727,47,91658,2.5,1496209056
73977,47,47423,5.0,1496205761
73987,47,53894,3.5,1496206905
3435,47,500,1.0,1496210197
20428,47,1968,2.5,1496208487
43807,47,4022,3.0,1496209904
74001,47,63876,3.0,1496205658
74041,47,100383,3.5,1496208216
13392,47,2959,2.0,1496205268
73930,47,6765,3.0,1496210188
62454,47,5293,3.0,1496205864
10189,47,2028,4.0,1496205180
74032,47,97923,4.0,1496206766
58556,47,2407,2.0,1496206799
18741,47,539,3.0,1496209510
3974,47,590,3.5,1496208604
74014,47,69712,4.0,1496208670
74026,47,96811,4.0,1496207286
74025,47,96567,4.0,1496206407
54060,47,112183,1.5,1496206635
74015,47,72395,3.5,1496205833
49236,47,1961,4.0,1496205246
74024,47,82767,3.5,1496209411
74018,47,79242,3.0,1496209581
52438,47,55247,4.0,1496205486
30814,47,587,4.0,1496205334
74012,47,68932,3.5,1496208561
71857,47,97921,3.5,1496208475
68977,47,33166,4.5,1496206497
74047,47,106100,4.0,1496205277
62056,47,4776,3.5,1496210522
17613,47,3949,1.0,1496205424
32940,47,4018,2.5,1496205342
73964,47,45950,3.0,1496206910
55415,47,1021,2.0,1496206083
71890,47,101525,3.5,1496208373
67485,47,147,3.5,1496205843
40120,47,72998,2.5,1496209178
73956,47,8966,4.0,1496206531
11102,47,2291,2.5,1496212183
63975,47,63082,4.0,1496205289
71915,47,111921,3.5,1496205603
36463,47,8958,3.5,1496206831
45316,47,104841,2.0,1496205293
73919,47,5108,4.0,1496209895
45009,47,84152,4.5,1496208763
45346,47,105504,3.5,1496210907
57702,47,2144,3.0,1496205630
73939,47,7160,3.0,1496209397
64109,47,72641,4.0,1496205469
73875,47,4975,3.0,1496212057
23372,47,150,3.0,1496206707
69430,47,49530,3.0,1496206730
9151,47,1580,1.5,1496209799
71738,47,59725,3.5,1496205699
39383,47,47099,2.5,1496206808
8108,47,1265,2.0,1496205353
39327,47,40819,3.5,1496205592
4332,47,593,2.0,1496205249
69341,47,48385,0.5,1496212007
65625,47,30707,4.0,1496205318
62316,47,5014,3.0,1496205679
12946,47,2797,2.0,1496209861
74115,47,159817,3.0,1496206867
65536,47,8464,3.0,1496206868
54456,47,161582,3.5,1496208845
74074,47,117881,4.0,1496206585
73812,47,2121,2.5,1496206299
50405,47,5679,2.0,1496212004
74122,47,163645,3.0,1496205601
30514,47,508,4.0,1496205263
73120,47,4487,1.5,1496210247
74079,47,132424,2.5,1496205877
73819,47,2942,2.5,1496205903
74107,47,146656,3.5,1496209516
53037,47,69122,0.5,1496209805
74104,47,145839,3.5,1496210199
70307,47,1393,2.5,1496206783
64593,47,96588,1.5,1496206818
74097,47,140715,4.0,1496207354
73844,47,3969,3.5,1496209586
26569,47,141,2.0,1496208714
74093,47,140247,1.0,1496209850
64429,47,88405,1.0,1496210193
54379,47,148626,3.0,1496209907
73835,47,3844,4.0,1496206137
74085,47,140174,2.5,1496205483
21753,47,3408,3.0,1496209899
74081,47,137337,3.5,1496211359
46912,47,4878,0.5,1496211868
67808,47,2908,3.5,1496205857
37499,47,49278,3.5,1496209090
38545,47,5943,2.0,1496205418
73811,47,391,4.5,1496206564
37542,47,49824,2.5,1496206304
35072,47,5991,2.0,1496212058
19667,47,1259,3.0,1496205253
74130,47,166643,3.0,1496205070
15311,47,318,4.0,1496208166
2453,47,356,4.5,1496206696
14076,47,3147,5.0,1496205029
73870,47,4474,3.5,1496210466
50347,47,5669,4.0,1496205049
16842,47,106782,3.5,1496209142
34963,47,5989,2.0,1496206727
74071,47,112804,5.0,1496205128
39066,47,8533,3.5,1496205491
54326,47,139385,0.5,1496210341
74140,47,171011,3.0,1496206929
50600,47,6373,2.0,1496205057
45860,47,160980,3.5,1496209791
21673,47,3255,2.5,1496207359
386,47,47,3.0,1496209354
32364,47,2671,2.0,1496206774
39193,47,31685,3.0,1496210576
39131,47,30749,3.0,1496206658
26033,47,62,3.0,1496205312
38583,47,6155,3.0,1496205365
24971,47,597,3.0,1496209349
40707,47,97938,3.5,1496209606
64272,47,81591,1.5,1496210235
6092,47,1097,4.0,1496209401
21094,47,2762,3.0,1496205184
48394,47,80463,3.5,1496209653
40513,47,88810,3.5,1496206700
55090,47,724,2.0,1496205806
38236,47,1088,4.0,1496205519
48450,47,81932,4.0,1496205315
48199,47,6870,3.5,1496205576
16968,47,112552,5.0,1496205226
56288,48,1485,4.0,1127128655
15077,48,3793,3.5,1127128889
9450,48,1625,4.5,1127128739
48691,48,653,4.0,1127128598
54576,48,48,4.0,1127128718
35125,48,6333,3.5,1127128894
10619,48,2115,5.0,1127128639
74200,48,8371,4.0,1127128944
34078,48,5349,4.0,1127128913
33421,48,4886,5.0,1127128753
43510,48,2081,4.5,1127128745
21349,48,2791,2.5,1127128628
50453,48,5903,4.0,1127128907
43222,48,1527,4.0,1127128838
43337,48,1653,4.5,1127128650
12239,48,2617,4.5,1127128670
36157,48,8636,4.5,1127128916
47954,48,2194,4.0,1127128698
27088,48,168,3.5,1127128712
11330,48,2353,3.0,1127128708
74145,48,1320,4.0,1127128731
31881,48,1584,4.5,1127128836
42819,48,172,3.5,1127128691
9152,48,1580,5.0,1127128859
32651,48,3623,2.5,1127128748
56774,48,1690,4.5,1127128869
12947,48,2797,4.0,1127128586
74192,48,5882,4.0,1127128941
46278,48,1193,3.0,1127129756
5296,48,780,3.5,1127128851
48972,48,1356,4.5,1127128828
11898,48,2571,5.0,1127128841
34294,48,5445,4.5,1127128898
33992,49,5218,4.0,1493093122
43808,49,4022,4.5,1493092982
872,49,110,4.0,1493093005
54504,49,168252,4.5,1493092998
11899,49,2571,4.5,1493093047
6093,49,1097,4.5,1493093009
54266,49,122920,4.0,1493093016
16898,49,109487,4.5,1493093231
54327,49,139385,4.5,1493093206
39384,49,47099,4.5,1493093082
3586,49,527,4.5,1493089770
7517,49,1214,4.0,1493093185
15312,49,318,4.0,1493089778
40284,49,79091,4.0,1493093114
43070,49,1200,4.5,1493093189
10190,49,2028,4.5,1493089784
2454,49,356,4.0,1493089782
40740,49,103335,4.0,1493093120
38624,49,6377,4.0,1493093127
16462,49,79132,4.5,1493093216
44918,49,70286,4.0,1493093030
7995,50,1258,4.0,1527370745
74669,50,142961,2.5,1518168348
54304,50,128620,3.5,1518168132
7085,50,1208,4.5,1527106159
74629,50,136305,1.0,1518168422
65217,50,135887,1.0,1514239519
74750,50,188301,3.0,1533302277
26954,50,165,3.0,1514238058
55788,50,1367,2.0,1514238872
74564,50,100498,1.0,1514239763
74609,50,134515,3.0,1514240363
74610,50,135143,2.0,1514239413
4602,50,608,4.0,1514238092
74749,50,175743,3.0,1514240506
39385,50,47099,2.0,1527108232
74572,50,104283,3.5,1527106187
17281,50,1263,3.5,1517218485
74748,50,175707,3.0,1514240513
51030,50,8361,1.0,1514238888
74682,50,143969,1.0,1514240057
37024,50,33794,2.5,1527371330
15753,50,6874,3.5,1514238071
45317,50,104841,1.5,1514238848
74631,50,136564,2.5,1518168246
47357,50,27773,3.0,1527542527
71916,50,111921,2.5,1514239318
74718,50,170875,1.0,1514498060
74721,50,171701,3.5,1515615279
36009,50,8368,3.0,1514238238
39708,50,60397,2.5,1514239353
74624,50,135456,3.0,1514240152
31255,50,783,2.5,1514238681
46012,50,541,4.0,1514238015
74662,50,142448,2.0,1527108368
8537,50,1291,3.0,1527371937
64551,50,94677,2.0,1514239489
46408,50,1223,3.0,1514238949
74661,50,142074,1.5,1527108043
74725,50,174055,2.5,1518168647
51292,50,30793,1.5,1514238694
74626,50,136018,2.0,1514239847
54328,50,139385,2.5,1514239112
74724,50,172461,3.0,1514240348
61003,50,2006,2.5,1514238569
54163,50,117176,2.0,1514239207
17614,50,3949,3.0,1514238231
50348,50,5669,2.5,1514238595
47540,50,1036,3.5,1514238054
65070,50,117529,1.5,1514842744
74570,50,101072,2.5,1514240485
54092,50,116797,2.5,1514238612
74656,50,140928,2.5,1514239918
45622,50,122904,1.5,1514891080
74571,50,103171,1.0,1518168356
74723,50,172013,3.0,1514240413
74722,50,171759,3.0,1514240171
31414,50,837,2.5,1514239044
74685,50,149406,2.0,1514239641
17739,50,72378,1.0,1518168080
64866,50,108932,2.5,1514239108
74693,50,151759,2.5,1514240106
8694,50,1377,3.0,1514238591
74592,50,113374,3.0,1516264368
54529,50,176101,1.0,1514498012
46436,50,1230,3.5,1527108505
74707,50,168492,3.5,1527108487
74699,50,165969,3.5,1514891256
17859,50,32,3.0,1523740563
71990,50,136864,1.5,1514239425
74591,50,111732,3.5,1529600356
74589,50,107565,1.5,1514240185
74588,50,107338,2.5,1514240444
74586,50,105250,3.5,1534178956
74575,50,104913,2.5,1514239233
74645,50,139644,3.0,1527108261
74740,50,175485,0.5,1514240073
46496,50,1252,4.0,1523039137
74743,50,175661,1.5,1514240027
45904,50,111,4.0,1534178790
71972,50,128360,2.5,1514239153
74701,50,167370,1.5,1514239954
37422,50,49272,2.5,1514238317
74703,50,168254,1.5,1514239909
16375,50,74458,2.5,1527371316
74643,50,138208,2.5,1514239906
45822,50,152081,2.5,1514239052
50801,50,6807,3.0,1514238886
56465,50,1566,2.5,1514239023
22534,50,4226,3.0,1514241617
42880,50,858,4.0,1514240681
31710,50,1101,2.5,1527372035
74746,50,175693,2.5,1527542462
54239,50,122918,1.0,1514239279
4333,50,593,3.5,1514237974
74698,50,164280,3.5,1529600343
45369,50,110102,2.0,1514239030
74632,50,137857,2.0,1514239521
54380,50,148626,3.0,1514239107
74711,50,170705,3.5,1514498530
54061,50,112183,3.0,1514239065
46748,50,3000,3.5,1527106195
13947,50,3034,3.0,1514239076
8463,50,1278,3.5,1514238500
74670,50,142997,2.0,1514239826
17,50,1,3.0,1514238116
6963,50,1206,4.0,1514238074
64095,50,69644,1.0,1514239300
54418,50,158238,3.0,1514239478
46199,50,1148,3.5,1514238509
35332,50,6539,3.0,1514238028
16463,50,79132,2.5,1514238021
74602,50,134170,2.5,1514239803
74694,50,156607,1.0,1514240000
74601,50,128695,2.5,1514240283
74600,50,127146,3.0,1514240116
74594,50,122898,0.5,1514240068
74674,50,143859,2.0,1514239713
38625,50,6377,3.0,1514238065
1846,50,296,4.0,1500573696
74738,50,174141,3.5,1524697215
74739,50,174403,2.5,1527542476
74697,50,160569,1.0,1514240023
74747,50,175705,3.5,1514240480
65465,50,6711,3.0,1527542336
74593,50,115203,3.0,1514240319
47477,50,78499,2.0,1514238650
64674,50,103228,2.0,1514239192
74668,50,142602,1.0,1514240284
66315,50,1232,4.0,1518012173
22932,50,4896,2.5,1514238240
74399,50,44719,2.5,1514240340
44447,50,50872,3.0,1514238375
74400,50,45880,2.5,1527370934
74413,50,46062,1.0,1527371735
40941,50,136020,2.0,1517954715
74525,50,97225,2.0,1527108237
53038,50,69122,1.0,1514238580
12574,50,2657,3.0,1514238578
67196,50,176371,3.0,1514239772
44991,50,71264,2.0,1527108180
40708,50,97938,2.0,1514239038
19589,50,1225,3.5,1514238218
67142,50,102407,2.5,1514239230
40121,50,72998,2.0,1514891142
51896,50,44555,3.5,1514238927
40655,50,96079,2.5,1514238937
5761,50,1080,3.5,1514238217
74397,50,37545,3.0,1514240127
74281,50,5021,3.0,1514239736
74383,50,26422,3.0,1527799940
74386,50,27156,4.0,1518168703
74442,50,63312,2.0,1514891165
74391,50,27513,3.0,1514240316
16773,50,99114,3.0,1514238526
74392,50,32657,3.5,1518168476
53136,50,71156,2.5,1527107913
67247,50,1387,3.0,1527542352
9153,50,1580,2.5,1514237995
19518,50,1199,4.0,1527799718
74396,50,32659,2.5,1514240275
74033,50,97923,2.5,1514239469
13393,50,2959,3.0,1527542290
40647,50,95543,1.0,1514239648
66414,50,1274,4.0,1515105932
74284,50,5810,2.0,1514239019
2455,50,356,3.0,1514238146
74435,50,62644,2.5,1514239684
33422,50,4886,3.0,1514238422
74497,50,91094,1.5,1514239769
74277,50,4928,4.0,1518168514
44356,50,48780,2.5,1518168203
16066,50,58559,3.0,1527542309
63017,50,3868,3.0,1514238939
57187,50,1921,3.0,1514238846
40847,50,109374,3.0,1514238789
52042,50,46578,3.0,1514238330
74259,50,3730,4.0,1525359104
74417,50,52885,3.0,1527370859
74256,50,3415,4.0,1527106417
74251,50,3221,3.5,1518168495
74246,50,2925,3.5,1518168145
74416,50,46862,3.5,1534178858
40741,50,103335,1.5,1514239217
74245,50,2164,1.0,1514891778
74234,50,1289,3.0,1514239232
9642,50,1732,3.5,1527371218
32535,50,3114,3.0,1514238183
19883,50,1391,3.0,1500577074
74443,50,64278,3.5,1514240086
51670,50,38038,3.0,1527108475
74426,50,62336,3.5,1514239750
52672,50,59615,2.0,1514239001
16969,50,112552,2.5,1527542171
70180,50,26729,3.5,1517954985
36488,50,8961,3.0,1527542552
74522,50,96606,2.5,1514239851
74276,50,4658,3.5,1522428799
74223,50,1273,3.0,1514239272
37314,50,45517,2.0,1527108190
52710,50,59784,2.5,1527108426
74507,50,92046,3.0,1514240443
16843,50,106782,3.0,1514238685
74508,50,92427,1.0,1518168338
44105,50,7438,3.5,1514496676
34409,50,5459,2.0,1514238599
74509,50,92475,4.0,1514240149
15313,50,318,3.5,1514237959
74511,50,93326,1.0,1514239674
17038,50,122882,3.0,1514238776
74444,50,66335,2.5,1514240049
66236,50,741,3.5,1515105957
32054,50,1682,2.5,1527370879
63501,50,41566,2.0,1514238691
74368,50,8879,3.0,1527542396
74357,50,8157,3.0,1514239905
74332,50,6666,3.5,1518168593
41170,50,1370,3.0,1514238395
69342,50,48385,3.0,1514238683
34585,50,5618,4.0,1527106171
74367,50,8379,3.0,1514240037
16899,50,109487,2.5,1527372052
74445,50,79224,2.0,1514239549
74478,50,88911,3.0,1514240244
74327,50,6663,3.0,1514239570
74325,50,5932,3.5,1514240004
45216,50,94864,1.5,1514239056
53405,50,79702,2.0,1527108178
74753,50,190183,3.5,1533302021
21031,50,2712,3.5,1527371286
74474,50,85796,2.0,1514239988
33040,50,4306,2.0,1514238088
6777,50,1198,3.5,1527106209
45245,50,96610,2.0,1514238967
52373,50,54272,2.5,1514238953
34671,50,5816,2.5,1514238291
19311,50,1079,2.5,1514238276
55984,50,1380,2.5,1514238334
66682,50,6773,3.5,1514239253
74479,50,90522,1.5,1514239853
16639,50,89774,2.5,1514239289
74381,50,26326,4.0,1525359203
74453,50,81018,3.0,1514496830
6279,50,1136,4.0,1514238006
74456,50,81562,2.0,1514239099
74485,50,90746,2.5,1514239373
36811,50,32031,2.0,1527542436
41444,50,1721,3.0,1514237992
74376,50,26258,4.0,1529600330
74342,50,7063,3.5,1517426075
52439,50,55247,2.5,1514238892
74337,50,6975,3.5,1518002159
49428,50,2420,2.5,1514842717
74350,50,7396,4.0,1527106160
20429,50,1968,2.5,1527371986
74374,50,8974,2.0,1514239669
40465,50,87222,2.0,1527108208
74536,50,97304,3.5,1500673964
44516,50,56174,1.5,1514238666
11900,50,2571,2.5,1514237967
33993,50,5218,2.0,1514238391
51734,50,44022,1.5,1514239147
74362,50,8253,3.5,1523750949
63976,50,63082,2.5,1514238347
59237,51,2746,3.0,1230928764
222,51,3,4.0,1230932736
48627,51,555,4.5,1230932592
31154,51,719,4.5,1230932541
46913,51,4878,4.0,1230929401
75078,51,3388,5.0,1230931053
26233,51,93,3.0,1230931640
44290,51,48774,5.0,1230929871
46794,51,3108,5.0,1230932119
57457,51,2060,3.5,1230931330
26570,51,141,3.5,1230931631
52799,51,60074,5.0,1230931645
57992,51,2279,1.5,1230930373
48692,51,653,4.0,1230932558
75447,51,39414,4.0,1230931702
65466,51,6711,4.5,1230929352
14877,51,3671,5.0,1230929460
66909,51,35836,3.5,1230929893
16067,51,58559,4.0,1230932758
35544,51,6934,0.5,1230929340
29432,51,377,3.0,1230931596
51138,51,8784,4.0,1230931760
71502,51,3968,3.0,1230930111
13035,51,2826,3.5,1230929509
71661,51,54001,5.0,1230929858
17193,51,849,4.5,1230928795
61748,51,4344,3.0,1230930034
59561,51,2995,3.5,1230930241
19312,51,1079,5.0,1230929741
42516,51,3863,5.0,1230928851
75146,51,4241,0.5,1231041335
59274,51,2788,5.0,1230930267
39432,51,51662,5.0,1230932776
30598,51,520,4.5,1230929776
58121,51,2321,5.0,1230932267
27814,51,236,5.0,1230929830
75131,51,3918,5.0,1230931003
10408,51,2054,3.0,1230929585
75101,51,3799,0.5,1231041340
75107,51,3814,5.0,1230931031
68794,51,8874,5.0,1230929328
75140,51,4215,3.5,1230930980
24750,51,589,5.0,1230929287
75421,51,8623,3.5,1230930734
20914,51,2683,0.5,1230929249
72433,51,2598,3.5,1230930292
27768,51,230,2.5,1230928814
59389,51,2808,2.5,1230930262
22430,51,4034,5.0,1230929425
12948,51,2797,5.0,1230929516
75116,51,3917,5.0,1230931019
75416,51,7983,5.0,1230931767
59417,51,2836,4.0,1230931123
21350,51,2791,4.0,1230932160
32433,51,2701,0.5,1230929541
66806,51,4855,4.5,1230930029
38237,51,1088,4.0,1230929736
59312,51,2802,3.0,1230931142
41821,51,2100,4.0,1230932329
23191,51,36,3.0,1230929322
42881,51,858,3.5,1230931501
21674,51,3255,3.0,1230929494
48547,51,442,1.5,1230932616
1586,51,260,5.0,1230931614
71559,51,6708,5.0,1230929946
46881,51,3683,5.0,1230930144
30502,51,505,4.0,1230931558
49784,51,3257,2.5,1230930198
4334,51,593,5.0,1230931534
74818,51,1244,4.0,1230932469
10367,51,2033,4.5,1230931338
58051,51,2302,5.0,1230929558
61661,51,4270,0.5,1230930053
75437,51,34338,5.0,1230930704
75432,51,26680,3.5,1230931737
75089,51,3430,4.0,1230931047
65537,51,8464,5.0,1230929921
73598,51,3274,2.5,1230930190
75454,51,42723,5.0,1230931696
42299,51,3624,2.5,1230929466
14540,51,3489,5.0,1230929471
12162,51,2580,5.0,1230932203
74940,51,2159,4.0,1230931281
74851,51,1350,4.5,1230930492
69654,51,53953,3.5,1230931656
27182,51,177,4.0,1230930634
38165,51,5956,5.0,1230929970
30251,51,468,4.5,1230929787
50802,51,6807,5.0,1230929347
20164,51,1834,4.0,1230930432
72567,51,2871,4.5,1230932150
9919,51,1967,5.0,1230929599
67352,51,2151,3.5,1230931287
59880,51,3219,4.0,1230930205
74947,51,2265,2.5,1230932296
57772,51,2167,4.0,1230929572
74951,51,2322,4.0,1230931259
74959,51,2356,3.5,1230931244
74964,51,2379,2.0,1230930339
70057,51,1792,0.5,1230930437
20083,51,1641,4.0,1230932408
70080,51,2301,5.0,1230930362
62779,51,2376,3.5,1230930346
57080,51,1845,5.0,1230930426
24020,51,344,3.0,1230929299
14286,51,3253,0.5,1230932099
41619,51,1918,3.0,1230932352
12525,51,2641,1.5,1230932173
70097,51,3363,4.5,1230929491
60256,51,3421,5.0,1230932084
74936,51,1999,5.0,1230931346
57750,51,2148,4.0,1230931293
46250,51,1186,4.5,1230929701
75534,51,57532,3.5,1231041324
72980,51,4293,3.0,1230932003
56556,51,1591,1.0,1230930464
74883,51,1997,5.0,1230932340
5481,51,804,5.0,1230931511
17324,51,1272,5.0,1230928767
5489,51,1009,3.5,1230930546
57669,51,2140,5.0,1230928861
37894,51,2901,5.0,1230931113
7841,51,1224,5.0,1230930522
32868,51,3994,5.0,1230929449
74873,51,1873,5.0,1230930420
12240,51,2617,0.5,1230932189
55017,51,610,4.0,1230932587
17359,51,1302,5.0,1230929661
74976,51,2380,1.5,1230930332
30195,51,466,3.5,1230929794
75537,51,59306,0.5,1231041354
60093,51,3361,5.0,1230928856
32941,51,4018,3.0,1230929434
57276,51,1994,4.0,1230932345
54918,51,551,5.0,1230932599
41323,51,1608,3.0,1230929633
49429,51,2420,3.0,1230932245
60151,51,3396,3.5,1230930181
72089,51,433,3.5,1230931581
17416,51,1371,5.0,1230929650
57625,51,2133,3.5,1230930392
37713,51,1674,5.0,1230929615
15243,51,5060,4.5,1230931941
27141,51,170,4.0,1230932681
57262,51,1991,3.0,1230931352
56111,51,1407,0.5,1230929638
43997,51,6502,5.0,1230929358
11103,51,2291,4.0,1230932279
17232,51,1093,5.0,1230928832
44106,51,7438,5.0,1230931785
19884,51,1391,4.5,1230929645
60355,51,3471,5.0,1230929483
75151,51,4255,4.0,1230930967
75019,51,2587,3.0,1230932199
62970,51,3638,3.5,1230930158
72889,51,4041,3.5,1230930093
7518,51,1214,5.0,1230929258
75023,51,2613,5.0,1230931181
63018,51,3868,3.0,1230930127
75031,51,2615,4.5,1230931177
29630,51,383,3.0,1230930616
57961,51,2249,5.0,1230931264
75035,51,2752,2.5,1230931151
59650,51,3070,5.0,1230930224
781,51,70,5.0,1230932691
73820,51,2942,2.0,1230930252
75465,51,45666,3.5,1230931675
75043,51,2978,4.0,1230931108
75047,51,3115,5.0,1230932108
75052,51,3148,5.0,1230930214
24356,51,380,4.0,1230931592
45905,51,111,5.0,1230929314
55524,51,1215,5.0,1230929695
60484,51,3501,4.0,1230932079
5978,51,1090,3.0,1230932491
73845,51,3969,5.0,1230930106
30448,51,497,5.0,1230929781
72685,51,3186,4.5,1230930213
20671,51,2282,4.5,1230930367
9745,51,1777,3.0,1230932383
17701,51,4518,3.5,1230931983
73764,51,5568,4.0,1230931907
50865,51,7147,4.0,1230931793
57829,51,2169,4.0,1230931276
22216,51,4002,5.0,1230930100
17615,51,3949,5.0,1230932031
62421,51,5254,2.5,1230929994
75490,51,52722,3.5,1230930672
22243,51,4014,5.0,1230929444
20646,51,2150,3.0,1230932314
57610,51,2123,3.0,1230931298
42680,51,4148,0.5,1230930069
